X1	X2	cLine_ID	Aliases	RRID.CVCLE	MSI	Tissue	Subtissue	Histology	Subhistology	Gender	Age	Ethnicity	Grade_Stage	Source	COSMIC_ID	COSMIC_membership	ArrayID_CCLE	CCLE_membership	NCI60_membership	X	X.1	X.2	X.3	X.4	X.5	X.6	FID	sp	p	gender	id	cluster.infomap	cluster.walktrap	Q1	Q2	Q3	Q4	Q5	Q6	Q7
621	20.0352050377056	-5.78848622138594	NCI-H1563	NCIH1563	_1475	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	Primary	753600	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C11_335256	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1563	24	2	0.61993	1e-05	0.024772	0.005636	0.10467	0.241682	0.0033
622	5.48237379240081	8.64605654834031	NCI-H1568	NCIH1568	_1476	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	48	Caucasian	NA	NA	1298348	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C08_335250	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1568	1	9	0.38406	1e-05	1e-05	0.022314	0.028763	0.563894	0.00095
623	7.5675755009078	7.00555008800668	NCI-H1573	NCIH1573	_1478	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	35	Caucasian	G_IV	Metastasis	908472	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B08_437530	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1573	1	9	0.382194	1e-05	1e-05	0.05573	1e-05	0.543582	0.018464
624	3.07548021630083	8.44364928532568	NCI-H1581	NCIH1581	_1479	MSI-S	Lung	NA	Carcinoma	Large cell carcinoma	Male	44	Caucasian	G_IV	Primary	908471	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B07_335224	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1581	1	9	0.377623	1e-05	1e-05	0.015093	0.007149	0.590715	0.009401
626	6.57491028331224	10.5144437127524	NCI-H1623	NCIH1623	_1481	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	58	Caucasian	NA	Metastasis	687798	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F12_464672	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1623	1	9	0.354049	0.000266	1e-05	0.028261	1e-05	0.602182	0.015222
627	24.3179810969991	-21.6802830586393	NCI-H1648	NCIH1648	_1482	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	39	Black	NA	Metastasis	687799	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F05_437444	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1648	7	4	0.118193	1e-05	1e-05	0.04459	1e-05	0.146724	0.690463
628	7.57747923347741	7.75310008937187	NCI-H1650	NCIH1650	_1483	MSI-S	Lung	NA	Carcinoma	Bronchioloalveolar adenocarcinoma	Male	27	Caucasian, White	G_III	Metastasis	687800	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B06_410890	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1650	1	9	0.343353	1e-05	1e-05	0.032653	1e-05	0.618273	0.005691
629	3.67309033040605	-2.37484334981786	NCI-H1651	NCIH1651	_1484	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	71	NA	NA	Primary	910900	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F04_437200	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1651	1	9	0.293721	1e-05	1e-05	0.027166	1e-05	0.6641	0.014983
630	7.15844420655517	12.0535479030171	NCI-H1666	NCIH1666	_1485	MSI-S	Lung	NA	Carcinoma	Bronchioloalveolar adenocarcinoma	Female	50	Caucasian	G_III	Metastasis	908473	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F03_437202	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1666	1	9	0.324674	1e-05	1e-05	0.017563	0.015165	0.630048	0.012531
631	-4.22102797507418	9.05356875436476	NCI-H1688		_1487	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	50	Caucasian	NA	NA	1298349	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1688	1	9	0.349998	1e-05	1e-05	0.021892	1e-05	0.618244	0.009837
632	9.04018632917321	9.41009348840219	NCI-H1693	NCIH1693	_1488	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	55	Caucasian	NA	Metastasis	687802	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F07_437440	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1693	1	9	0.311983	0.00667	1e-05	0.034623	1e-05	0.636781	0.009923
633	20.7021499258146	-7.44246550343818	NCI-H1694	NCIH1694	_1489	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	61	Caucasian	NA	Metastasis	688006	Y	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_E06_592982	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1694	24	2	0.621372	0.012794	0.001677	0.058786	0.021337	0.234528	0.049506
634	12.7973935267694	4.68206060584829	NCI-H1703	NCIH1703	_1490	MSI-S	Lung	NA	Carcinoma	Mixed adenosquamous carcinoma	Male	54	Caucasian	G_I	Primary	908474	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B05_335220	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1703	25	9	0.439257	1e-05	1e-05	0.055835	1e-05	0.471982	0.032896
635	-0.782950502522077	0.104029936686589	NCI-H1734	NCIH1734	_1491	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	56	NA	NA	NA	722058	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E11_437256	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1734	1	9	0.30127	0.007821	1e-05	0.012905	1e-05	0.677973	1e-05
636	7.20841432348015	9.77173326865642	NCI-H1755	NCIH1755	_1492	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	65	Caucasian	G_IV	Metastasis	908475	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C12_464556	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1755	1	9	0.3466	0.001504	1e-05	0.029008	1e-05	0.616502	0.006366
637	-0.580940174861006	-6.63071490231151	NCI-H1770		_1493	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Male	57	Caucasian	NA	Metastasis	687804	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1770	1	9	0.330911	0.003464	1e-05	0.044927	1e-05	0.597651	0.023026
638	5.64840090526402	13.255558555793	NCI-H1781	NCIH1781	_1494	MSI-L	Lung	NA	Carcinoma	Bronchioloalveolar adenocarcinoma	Female	66	Caucasian	NA	NA	1298350	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C03_335240	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1781	1	9	0.322177	1e-05	1e-05	0.016902	0.004638	0.656253	1e-05
639	3.27102359388551	1.45070615334202	NCI-H1792	NCIH1792	_1495	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	50	Caucasian	G_IV	Metastasis	724868	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F01_335308	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1792	1	9	0.348909	0.007512	1e-05	0.024333	0.004141	0.592195	0.022899
640	15.5237625897729	-9.92541701165744	NCI-H1793	NCIH1793	_1496	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	52	NA	NA	Primary	908463	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B12_411058	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1793	5	2	0.535685	0.009109	0.003864	0.013975	0.069557	0.365431	0.002379
641	-1.51121530032975	3.13193609234192	NCI-H1836	NCIH1836	_1498	MSI-L	Lung	NA	Carcinoma	Small cell carcinoma	Male	52	Caucasian	NA	NA	1240182	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H10_464632	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1836	1	9	0.272813	0.008429	1e-05	0.00986	0.008776	0.700102	1e-05
642	1.27196763690361	-1.59671028422998	NCI-H1838	NCIH1838	_1499	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Female	NA	NA	NA	Primary	687807	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A03_464626	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1838	1	9	0.361334	1e-05	1e-05	0.036474	1e-05	0.580946	0.021216
643	8.41060874705019	8.72194419388339	NCI-H1869	NCIH1869	_1500	MSI-S	Lung	NA	Carcinoma	Squamous cell carcinoma	Male	58	Caucasian	NA	NA	1240183	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G02_698552	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1869	1	9	0.334488	1e-05	1e-05	0.02869	1e-05	0.628048	0.008744
645	7.91198366921849	6.20006307250076	NCI-H1876	NCIH1876	_1503	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	59	Caucasian	NA	NA	1330972	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C10_542954	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1876	1	9	0.265976	0.00512	1e-05	0.011932	1e-05	0.709138	0.007813
646	20.3709523005032	-7.53811758847208	NCI-H1915	NCIH1915	_1505	MSI-S	Lung	NA	Carcinoma	Large cell carcinoma	Female	61	Caucasian	NA	NA	1240184	Y	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1915	24	2	0.623434	0.001761	1e-05	0.040741	0.064472	0.239036	0.030546
647	7.94473800461734	4.20121965812094	NCI-H1930	NCIH1930	_1507	NA	Lung	NA	Carcinoma	Small cell carcinoma	Male	41	Caucasian	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D09_464716	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1930	1	9	0.37686	1e-05	1e-05	0.037884	1e-05	0.56291	0.022316
648	5.5610857062148	4.38821137686875	NCI-H1944	NCIH1944	_1508	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	62	Caucasian	NA	NA	1240185	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C10_464560	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1944	1	9	0.337346	0.00238	1e-05	0.02955	0.008863	0.613317	0.008535
650	25.0273626244602	-20.1595749749834	NCI-H1963	NCIH1963	_1510	MSI-L	Lung	NA	Carcinoma	Small cell carcinoma	Male	56	Black	NA	Primary	688010	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E05_256106	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1963	7	4	0.176779	0.005012	1e-05	0.041526	1e-05	0.215992	0.560671
651	15.4484403928572	-9.14904624041462	NCI-H1975	NCIH1975	_1511	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	NA	NA	NA	Primary	924244	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B05_256034	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1975	5	2	0.608486	1e-05	1e-05	0.013249	0.074632	0.300079	0.003533
652	-7.22442243121162	2.50625255739238	NCI-H1993		_1512	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	47	Caucasian	G_III	Metastasis	908476	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H1993	1	9	0.290477	0.006638	0.013172	0.004671	0.000866	0.673496	0.01068
653	8.76797644598149	4.22059361292606	NCI-H2009	NCIH2009	_1514	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	58	Caucasian	G_IV	Metastasis	724873	Y	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A12_592882	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2009	1	9	0.381945	1e-05	1e-05	0.075055	1e-05	0.486341	0.056629
654	3.19359001097022	10.5882930363812	NCI-H2023	NCIH2023	_1515	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	26	Caucasian	NA	NA	1240187	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F09_464670	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2023	1	9	0.321794	0.004841	1e-05	0.008799	1e-05	0.664535	1e-05
655	12.0497698376305	4.46725954085943	NCI-H2029	NCIH2029	_1516	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Female	69	Caucasian	NA	Metastasis	688011	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E10_437262	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2029	25	9	0.385516	1e-05	1e-05	0.056539	1e-05	0.509542	0.048374
656	3.7125749683249	4.84836700390241	NCI-H2030	NCIH2030	_1517	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	Metastasis	722045	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G06_246764	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2030	1	9	0.325246	1e-05	1e-05	1e-05	0.028663	0.641811	0.00425
657	7.16266090234649	12.1295953097898	NCI-H2052	NCIH2052	_1518	MSI-S	Pleura	NA	Mesothelioma	NA	Male	65	Caucasian	NA	Metastasis	688058	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C03_437324	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2052	1	9	0.327899	1e-05	1e-05	0.023335	0.002163	0.644883	0.001699
658	4.06144621215766	1.36257153397504	NCI-H2066	NCIH2066	_1520	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Female	70	Caucasian	NA	NA	1330973	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F07_437210	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2066	1	9	0.346114	1e-05	1e-05	0.029532	1e-05	0.594341	0.029983
659	-7.2256868271374	2.5057923611524	NCI-H2073	NCIH2073	_1521	NA	Lung	NA	Carcinoma	Adenocarcinoma	Female	47	Caucasian	NA	NA	NA	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H02_464642	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2073	1	9	0.324783	1e-05	1e-05	0.020732	1e-05	0.643078	0.011377
660	10.6634702129387	3.78331376399137	NCI-H2081	NCIH2081	_1522	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Female	59	Caucasian	NA	Metastasis	908480	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C01_542960	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2081	25	9	0.432718	1e-05	1e-05	0.061997	1e-05	0.475933	0.029323
661	3.41510244985457	6.93200937760849	NCI-H2085	NCIH2085	_1523	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male 	45	NA	NA	NA	687812	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B12_464582	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2085	1	9	0.349325	1e-05	1e-05	0.025448	1e-05	0.618093	0.007104
662	7.59624505677159	8.05561668782684	NCI-H2087	NCIH2087	_1524	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	69	Caucasian	G_I	Metastasis	724834	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D08_437292	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2087	1	9	0.294374	1e-05	1e-05	0.031882	1e-05	0.673704	1e-05
664	-0.581514248344948	-6.62885390170285	NCI-H2106	NCIH2106	_1526	NA	Lung	NA	Carcinoma	Large cell carcinoma	Male	58	Caucasian	NA	NA	NA	NA	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E12_437258	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2106	1	9	0.323133	0.017112	1e-05	0.017132	1e-05	0.642593	1e-05
666	19.5167101405406	-25.3396770790865	NCI-H2110	NCIH2110	_1530	MSI-L	Lung	NA	Carcinoma	Non small cell carcinoma	NA	NA	NA	NA	NA	1298351	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B05_578308	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2110	7	4	0.121284	1e-05	1e-05	0.041968	1e-05	0.00748	0.829238
667	5.44684651510415	13.1642647411726	NCI-H2122	NCIH2122	_1531	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	46	Caucasian, White	G_IV	Metastasis	722046	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C03_246662	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2122	1	9	0.310081	0.002563	1e-05	0.014196	0.013932	0.659208	1e-05
668	4.00985051772989	-1.09310447780864	NCI-H2126	NCIH2126	_1532	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	65	Caucasian	NA	Metastasis	687814	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G09_542892	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2126	1	9	0.354479	0.006489	1.8e-05	0.036453	1e-05	0.583469	0.019081
669	16.6285496191256	-7.27077473905241	NCI-H2135		_1533	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	NA	NA	NA	NA	NA	1298352	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2135	5	2	0.588442	1e-05	0.011289	1e-05	0.126733	0.219561	0.053955
670	3.77260197055476	11.7060245097395	NCI-H2141	NCIH2141	_1534	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	58	Caucasian	NA	Metastasis	688014	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A01_542800	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2141	1	9	0.303793	0.002697	1e-05	0.010772	0.011632	0.659398	0.011697
671	2.00161062020316	2.67410648877519	NCI-H2170	NCIH2170	_1535	MSI-S	Lung	NA	Carcinoma	Squamous cell carcinoma	Male	NA	NA	NA	Primary	687815	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G02_256148	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2170	1	9	0.28612	1e-05	0.00488	0.008501	0.009435	0.690116	0.000938
672	6.3271863278324	1.32159454937909	NCI-H2171	NCIH2171	_1536	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	50	Caucasian, White	NA	Primary	688015	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D03_246686	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2171	1	9	0.356333	1e-05	0.000479	0.048906	1e-05	0.563619	0.030643
673	21.5939738907886	-23.6601830198967	NCI-H2172	NCIH2172	_1537	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Female	NA	NA	NA	NA	1298353	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A12_335210	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2172	7	4	0.097471	0.004551	1e-05	0.022316	1e-05	0.057733	0.817909
674	7.41156684129785	10.7466041612957	NCI-H2196	NCIH2196	_1539	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	67	White	NA	Metastasis	908481	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F08_293414	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2196	1	9	0.288142	1e-05	1e-05	0.022756	1e-05	0.667347	0.021724
675	3.9204284603453	10.4864260795067	NCI-H2227	NCIH2227	_1542	MSI-S	Lung	NA	Carcinoma	Small cell carcinoma	Male	54	Caucasian	NA	Primary	688018	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A02_437560	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2227	1	9	0.313745	1e-05	1e-05	0.018882	0.010554	0.656789	1e-05
676	2.91019482955936	-1.50649972594368	NCI-H2228	NCIH2228	_1543	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	NA	NA	NA	Primary	687816	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D06_256084	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2228	1	9	0.330935	0.000839	0.000633	0.004951	0.008512	0.653089	0.001041
678	5.81649460552047	3.04402488218892	NCI-H2286	NCIH2286	_1545	NA	Lung	NA	Carcinoma	Small cell carcinoma	Female	57	Caucasian	NA	NA	NA	NA	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G04_578292	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2286	1	9	0.323332	1e-05	1e-05	0.042203	1e-05	0.606542	0.027893
679	4.18641304963619	-0.581699989786222	NCI-H2291	NCIH2291	_1546	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	NA	NA	NA	Metastasis	724874	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G04_437224	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2291	1	9	0.391507	1e-05	1e-05	0.036696	0.015531	0.545273	0.010972
681	8.89523651903998	7.17085642538162	NCI-H2342	NCIH2342	_1549	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	55	Caucasian	NA	Primary	687819	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G02_437228	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2342	1	9	0.368117	1e-05	1e-05	0.045185	1e-05	0.584312	0.002356
682	2.85184408335715	0.232708739487001	NCI-H2347	NCIH2347	_1550	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Female	54	Caucasian	NA	Primary	687820	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F01_437206	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2347	1	9	0.359019	1e-05	1e-05	0.007389	0.005932	0.627631	1e-05
1333	-1.08573655564169	14.6482181622699	NCI-H2369	H2369	_A532	MSI-S	Pleura	NA	Mesothelioma	NA	NA	NA	NA	NA	NA	1290808	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2369	1	9	0.302241	1.4e-05	0.009098	0.007657	1e-05	0.6735	0.00748
1334	-1.30627880882885	18.6134025077734	NCI-H2373	H2373	_A533	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1290809	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2373	27	9	0.294967	1e-05	0.009131	1e-05	0.026338	0.663253	0.006292
683	7.30526958072523	8.48214765292976	NCI-H2405	NCIH2405	_1551	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	47	Caucasian	NA	Metastasis	687821	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B11_578340	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2405	1	9	0.346937	1e-05	1e-05	0.028806	0.009652	0.58282	0.031765
684	3.14078480107004	8.53705430047888	NCI-H2444	NCIH2444	_1552	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Male	NA	NA	NA	NA	1298356	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F09_256138	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2444	1	9	0.358536	0.012241	1e-05	0.02995	0.012646	0.586606	1e-05
685	-0.0274612506478104	-1.15964750520782	NCI-H2452	NCIH2452	_1553	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	Primary	908462	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B02_437542	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2452	1	9	0.347562	1e-05	1e-05	0.016567	1e-05	0.633169	0.002671
1335	0.386849870679836	13.46922673295	NCI-H2461	H2461	_A536	MSI-S	Pleura	NA	Mesothelioma	NA	NA	NA	NA	NA	NA	1290810	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2461	1	9	0.333702	0.000723	0.012527	0.010965	1e-05	0.632837	0.009235
1336	-1.33473649503265	18.5523790236969	NCI-H2591	H2591	_A543	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1240131	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2591	27	9	0.291127	1e-05	0.006142	1e-05	0.016282	0.68642	1e-05
1337	-1.2800767618971	18.6834334571513	NCI-H2595	H2595	_A545	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1240132	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2595	27	9	0.319272	0.002139	0.00223	1e-05	0.026867	0.64919	0.000293
1365	-1.30388451630719	18.6297069273195	NCI-H2722	H2722	_U994	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1290812	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2722	27	9	0.373292	0.018301	1e-05	1e-05	0.028068	0.577682	0.002636
1366	-1.98093703293631	17.0815429389573	NCI-H2731	H2731	_U995	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1240134	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2731	27	9	0.305324	0.008441	1e-05	0.013313	0.018813	0.654089	1e-05
1367	-1.3059495824463	18.6143637613528	NCI-H2795	H2795	_U996	MSI-S	Pleura	NA	Mesothelioma	NA	Male	NA	NA	NA	NA	1290813	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	NCI-H2795	27	9	0.298875	0.010268	1e-05	0.015669	0.008504	0.65627	0.010404
